tweet_id,tweet,label,role
107488254307205120,A common -MYTH- about #Bullying in schools-  ' It's just kids being kids' #education #moms #parents #dads,n,NA
108391635246776322,@lifeofagreat1 gamestop bully,n,NA
103004836852801536,[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX,y,reporter
104310338081660928,""" Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.""",n,NA
106551644153593856,"@LuAlone_MyLife e a escola, os seus pais, eles não fazem nada? que merda, esse bullying deveria acabar de uma vez por todas",n,NA
108540719953739776,Acertei o guarda-chuva na cabeça do @gabazito. Pratico bullying.,n,NA
100328582508855296,"#DeadpoolSays bullying is wrong, wait, scratch that... Bullying Is FUN!",n,NA
106030123865739265,[EN] Conservative MP’s Family Falls Victim to Online Bullying: http://t.co/emqbRt0,n,NA
108921730805923840,En mis tiempos no existía el 'bullying'. Se llamaba carrilla y todos la aguantaban!,n,NA
101776234794590208,rebecca black has been bullied out of school but that's what you get when you make crap songs,y,bully
102929080126685185,@FcSmiliebers vc sofres bullying,n,NA
103294560259682304,Aff Amanha Tem Aula Com O Boneco Do Bully De Play  :S,n,NA
104764231760621568,"Sok suci, playing God, sok jago policy development, sok tajir, Bully!! #hukumtwit",n,NA
108493220312383488,@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!,n,NA
103526497096187904,"@aliendeallstar @gugou complô, agora? bullying?",n,NA
104948590958493696,"@SaidCM jaja, yo solamente soy testigo del bulling.",n,NA
106155330051903489,É pedir pra sofrer bullying,n,NA
108327402979065856,@cinthiacds aposto que tropeçou no seu calcanhar(caida clássica)e que diabos um banco faz no meio do banheiro?!Isso é Bullying D: D:,n,NA
103429674721476608,Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj,n,NA
106472601286742016,"Le dan color con los tuiteros que almorzaron con Piñera.Tanto bullying,si hubieran sido ustedes los invitados habrían ido igual. #Esonomás.",n,NA
104719599265783809,"In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear",y,defender
105740633897050112,"De Gea needs to eat some pies, gonna get bullied on crosses and corners",n,NA
107987147990106112,Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.,n,NA
108686132635648001,"@carolcosta58  zoando da minha tristeza, aaaaaaaaaaaaa, para de pratica bullying!!!",n,NA
103926466609295361,"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda"". http://t.co/D01pV9o",n,NA
106891532019306496,"ée vo sar aqi, deixar o bully baixando..",n,NA
106119712626327552,"@NathyHartzle, cara isso é bulling, e eu nem estou desdentada, sua vadia vendida u.u",n,NA
100140283836104704,di bully ini.sama ka syalfa...,n,NA
101335166525513728,i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk,n,NA
101794103318159360,“@mejorenfa/milia: para reportar sobre casos de bullying al 55335533 o sms5533 http://t.co/q9aJL48”// @dannapaola ya llamaste?!,n,NA
102067466276044800,"One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan",n,NA
106025454883971072,@DantasRodolfo  to sofrendo um bullying agora que é o do meu amigo não me ligar mais e nem me chamar pra canto nenhum sabe? :/,n,NA
108513703422468096,"#Denunciar_é_combater!Lute contra bullying,violência,assédio e abuso sexual Infanto-juvenil. #quebreosilêncio",n,NA
108636558881599489,"The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash.",n,NA
108417769673981952,"What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!",n,NA
102219441806376961,I strongly dislike people who think they can bully people just because they are different.,n,NA
103969264553299969,This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..,n,NA
101384670347931648,Today was waaay better but got bullied by my lockers but no big deal....,y,victim
105689722332004352,@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!,n,NA
108125147986276352,"@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap.",n,NA
101005489915166722,@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good,n,NA
101008486179160064,@dannysuarez20 awwww bully... don't let that bring you down!:/,n,NA
100659773472653312,"o novo clipe da Jessie J, Who's Laughing Now, será o #4 single do Who You Are, como música é sobre Bulling, o clip http://twitpic.com/633ekt",n,NA
103298006077538305,@tearsellingboy im sorry will u stop bullying me now im having a heart attack!,y,victim
106238594515079169,Lls im out she aint rockin thats wat im talkin bout bully,n,NA
107184248636702721,Filme sobre bullying produzido por alunos da Etec de Guarujá estreou hoje http://t.co/MnJfEfU,n,NA
108494744417611776,The Article Bully Domination System – Grab Your Copy TODAY! http://t.co/AbvR1OE,n,NA
107759010534531072,"@vickafarahdiba Tul bgt,mb..Say NO to Bullying",n,NA
101301835607977985,She scratches and claws me when clearly there's a guy next to her that's easy to bully -__-,n,NA
104182282394402816,"@pradoilha se vir pro cfv,vai voltar a sofrer bullying.",n,NA
107762666738683904,"@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L",y,victim
108019090748215296,"Tão fazendo bullying com a Katy E com o Lil Wayne? Amigo, quer confusão comigo é só pedir! hehe",n,NA
102531310492450816,"vo me meter mais nessa brincadeira de criança não, agora isso sim é BULLYING, ESTOU INDIGNADA com esse povo da terceira e segunda cia",n,NA
103301172403769344,"@lucciiernaga7 si, jajajajajajja plan macabro jajajajajja y le hariamos bullying @MonicaLuck",n,NA
105174196212084736,"inget wktu plg dr depok kmaren, ad anak SMA lg ngelabrak di stasiun. HELLOOOOWWW hare gene masih maen bully??? it's so two thousand and old!",n,NA
105450066923364352,"Todo mundo sofreu bullying, tem homem grávido, teve gente que foi abusada sexualmente, gente que ressuscitou... http://t.co/nR86lZS",n,NA
103881668535914497,@JeffersonObama The Bully on the Pulpit.  #ChrisChristiePresidentialTourBusName #p2,n,NA
104563970593128449,Estamos preparando nossa aula de Bullying com a super orientação da #BarbaraNogueira #stopbullying,n,NA
108404942355697664,Just Saw A Video On YouTube About A Little Boy Bullying A Big Ass Boy . Personally I Think EveryBody Story Is BS . I Wanna No What Happened,n,NA
101379514747199488,'Friday' Singer Rebecca Black to Be Homeschooled After Verbal Bullying - FoxNews.com: http://goo.gl/k0QGS #rebeccablack #homeschool,n,NA
106835040582909952,"Me siento mal trolleando a la gente, me recuerda cuando me hacían bullying en la escuela y lloraba.",n,NA
107973526174179328,I guess when their backs are up against the wall J&J show their true colors. Jeff=Bully Jordan=Spoiled Brat #CBSBigBrother #sad,y,reporter
103635397262835715,@alecintra_ Vai dormir pensa em todo Bullying que vc cometei. kkkkkkkkkkkkkkkkkkkkkkkkk,n,NA
106751303014813696,"@SofwaTunissa oh kamu juga pernah sof di ""bully"" gara2 #matematika",n,NA
103651943448186880,played Bully: Scholarship Edition (360) in the last 24 hours. http://t.co/idp64dt,n,NA
102743711582142464,@RodrigoToller_ @20matarcom1tiro se ele colocou minha ft no twitpic me autorizou a cometer bullying Lei nº 930138978947324,n,NA
104993775570526208,"Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/q3SF2JZ",n,NA
105493987443474432,@TacyBarbosa1  TO SOFRENDO BULLYING KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,n,NA
105781984458055680,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/LVpwAio,n,NA
107083900584603648,@KabThaDon bro i listen to numbers every morning real bully issh,n,NA
104000335592439808,mamá; callate vo' mierda   yo; chucha :|      ajdhsajfhsaf mi mamá me hace bulling kajdks XDDD &lt;3,n,NA
105783422085103616,Frio é bullying contra os solteiros. http://t.co/HsFux9R,n,NA
102549173668294656,@PaytonRaeMusic i love your stomp out bullying video! very inspirational(: i think i will enter...♥ http://t.co/C6NqqwC),n,NA
103111053377929216,@ChronIcVamPz I actually got bullied myself as well and tbh I don't really wanna talk about it &gt;.&lt;,y,victim
104335487988269056,#WorstThingInTheWorld bullying.,n,NA
106778495681708032,"@nolan_aurelia he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd",n,NA
102630777363234816,@AHankeyPankey name calling isnt nice and it's bullying too #stupid lol,n,NA
106868048434176000,"@lari_brabo @dann_mainzer acho que essa padronização de celulares é bullying contra o meu, já bastava o da escola agora até de celular --'",n,NA
107212700664348673,"Cyber bullying and sexting a growing trend among teens: Students across the county are back in school this week,... http://t.co/L5u4q6W",n,NA
105124970711105539,"@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi… (cont) http://t.co/ump5IpO",n,NA
101469251923230721,não é bullying quando é com a professora de matemática.,n,NA
101841358007971840,@nicollezinha1 @Anniiinhah_ a nicol sofreu bullying kkkkkkkkkk,n,NA
106148149600600064,Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. http://t.co/LUAfBdH,n,NA
109103477866762240,Un poco de bullying en la odontoma,n,NA
108828051491651584,"Victim response may be key to curb bullying, study says http://t.co/xp2HSme",n,NA
102152636203151360,"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc",n,NA
101654583021023233,"Yeah, that should put an end to the bullying - I know it’s Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe",n,NA
101456647330865152,"Meninos do Tumblr são assim: - › Meninas do Tumblr são assim: › › E eu, sou assim: › › Isso é bullying. http://tumblr.com/xkc40tq1x3",n,NA
101499780613685249,@Tori_1098 @vincastronovo @dapitbull63 @austinmahone lmfao ur crying bc u died. SO SELFISH!!! lol jk jk ;P,n,NA
108213945730482176,@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS,y,defender
106039023943942144,"Bullying is my ability. But, gotta hide that from my new school",y,bully
106085303063810048,"Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ",n,NA
108638723868069889,That wass my babee / BULLY ! ( :,n,NA
109022869564043264,#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change,n,NA
101010060557299712,@CassJoann Hahahah xD Me haces bullying,n,NA
103510524691623938,"This little boy bulling his baby brother ,",y,reporter
100676606984597504,@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.,n,NA
101419201343926272,faz cara de colírio já to praticando bullying e vocês?,n,NA
104741285600047104,#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate,y,defender
106403359669497856,Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/iq3UheW,n,NA
100267985662509057,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xbn3ycgc4f,n,NA
105766860124983297,"Hoje dei como tema para um debate 'bullying' uma galera: 'UUUUU', bullying deve ser debatido dia&noite.",n,NA
107012147111927808,"Senhor Pena sofria bullying no galinheiro e, agora, vive sua vingança em restaurante",n,NA
101490272122314752,@Tyler_Tyty *bullied,n,NA
102047801571147776,hg a @MayaraClemente_ sofreu bulling na sala de aula! UHASDHUASUHDASUDUASDUH se sabe q eu te amo né jumenta? *-*,n,NA
102565631676780544,"@Hugocarrascoo jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'D",n,NA
106132504364322816,@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit,y,reporter
107960533910691841,@quinhodelarosa Amor eu to sofrendo bulling na escola sabia ?,n,NA
105805707600863232,"Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/zmQzdO5",n,NA
103152108387303424,"@HPotterAlways Eu me cadastrei no 2º eu tinha aula, e acordei 4h30 da manhã OK´QWOKS. Mas eu sofro bullying aqui e não recebi o e-mail ):",n,NA
108163965749698560,Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.,n,NA
104343923446648833,@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga,n,NA
108703628696616960,@mariiacaca @pedro_Sn @juuh_gonzales ISSO É BULLYING,n,NA
108950295761002496,"""Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of..."" http://t.co/HFVW8Mv",n,NA
104619665032085504,"i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please.",n,NA
108361100478775296,My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought,y,reporter
102200003287715841,"Being bullied into admitting someone's cute, never thought that would happen :|",y,victim
108332493530333184,Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB,n,NA
103097898278993920,@J2ocean all you do is bully me :(,y,victim
104159044255748096,SF Schools Expand Bullying Prevention Program - KDLT News http://t.co/9A1q9qt,n,NA
105434008657211392,Brodie’s law to be used to cut out school bullying – Sydney Morning Herald: Students or parents involved in cybe... http://t.co/sVTK3gy,n,NA
108222328235761664,I'm being bullied by @2amv (-_-) ...,y,victim
101661635697053696,Adolescente diz que apanha de \ncinco colegas há sete meses em MS: Estudante diz ser vítima de bullying e que ch... http://glo.bo/pd2hlH,n,NA
102584410221711361,i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @AntonioTarver,n,NA
102596305574051840,Mis hermanas me hacen bullying :(,n,NA
104019461287329792,Bully!,n,NA
105797253746278400,@biancagabardo bullying detected,n,NA
104997458282676224,I just kick over a homeless dude house......  I'm such a bully #thugLife,y,bully
108036659697811456,@Imkidrauhl_ Haters gonna hate because they are jealous! I get bullied & I know how it feels but please put a smile on your face?:) &lt;3,y,defender
100269905982668801,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/x6j3ycm8iz,n,NA
103400962357600257,Tehachapi Unified School District makes major policy changes. #SethWalsh #bullying #educationhttp://ow.ly/64c2O,n,NA
108658106896097281,"So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying",y,reporter
104052222920376321,"@nafaaal Wahahahhaa, ya me están haciendo bullying :C xD",n,NA
102443901415206913,"@macstein no jor, I bully Ў☺ΰ in a subtle way, leave d details to me",n,NA
102606116449566720,"@thamis_ suuuuuuuumemo, bulling nela ! hahahah",n,NA
103326291289325568,@vdashbrown No bully,n,NA
102536158550036480,BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying,n,NA
103512154174529536,"@JKility Yeaah I am! and im younger than you, you're being bullied by someone younger, thats even funnier. &gt;:D ahaha",y,bully
106889677897875456,caio castro fazendo bullying com a(o) pereirão DDDDDDDD:,n,NA
101708881255866368,agora é jessie j sobre bullying,n,NA
102236564091973632,sofro bulling do amor,n,NA
102544753048035329,"@Rissuh123 awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-",y,reporter
107308026230358016,@all_lightskin24 follow bck bully,n,NA
108288834495709184,Online bullying: back to school means back to reality - Sync (blog) http://t.co/qiPHXrQ #family,n,NA
101024982536163329,So The White Gurls Bully The Black Gurls On #BGC? O_o,n,NA
101734861127159808,“@Fino76 @MrsStev0 @guinners1 ha! Paul did start the bullying with the smart comment from the original tweet ha! #saynotocyberbullying ha!,y,reporter
103508658742235137,"@LeadingWomen tears at work come from bully bosses. Change the boss or change your job. Cry for our country, then go do something about it!",n,NA
105581974114156544,@zoe960 @BigGuzz @husenrosadi @Dannyel_SOC wkwkwkwk abis dah gw di bully disini ahaha ampooonn!!!!,n,NA
107583934933630976,Não é bullying se eu der um tiro na sua cara e fingir que estava brincando de policial.,n,NA
102407450606575616,I beat that pussy up&it don't fight back im a bully.lol @PlainJanee101,n,NA
103920673482752000,"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda"".",n,NA
103161128187731968,@bellathorne143 I love how much confidence you have. I don't have any because i feel like such a loser when ever i get bullied in school.,y,victim
104788425256878080,"[Fan]: My friend keep bullying me huhu[Jonghyun]: Who is that, bring him/her over~! #JjongUFOReplies",n,NA
106345256156545024,"America loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. We are the bully.",n,NA
108420861597458432,"@hikka_kun bagi empek2 nya.. Kasian juga ya tuh nasi, msh ter-bully.. XD",n,NA
100441996338020352,@YoHoeLikesMeTho lol you're a bully,y,accuser
105214400251691008,"Seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? Just curious.",n,NA
107105617331748864,"@L_L_Q_98 hhaha yes, anyone bully you call me hor.",n,NA
